"genre_ids","id","original_language","original_title","overview","popularity","release_date","title","vote_average","vote_count","revenue","budget","imdb_id","tagline","cast","director","imdb_rating","imdb_votes","production_companies","production_countries"
"18, 10402",537116,"en","tick, tick... BOOM!","On the brink of turning 30, a promising theater composer navigates love, friendship and the pressure to create something great before time runs out.",3.677,"2021-11-11","tick, tick... BOOM!",7.63,2103,0,0,"tt8721424","How much time do we have to do something great?","Vanessa Hudgens, Charles Conforti, Micaela Diamond, Nick Blaemire, Stephen Sondheim, Ryan Vasquez, Joel Grey, Javiel Sellas, Barbara Ames, Shaina Taub, Ken Holmes, Jacob Patrick Wasson, Sean McDaniel, Daphne Rubin-Vega, Carlos Gonzalez, Laura Benanti, Roger Bart, Kelly Watson, Utkarsh Ambudkar, Tariq Trotter, Christopher Grant, Lauren Marcus, Jonathan Marc Sherman, Kate Rockwell, Matthew McCollum, Victoria Caban, Kyle Richard Robinson, Joshua Henry, Kurt Crowley, Dave Malloy, Chuck Cooper, Lauren Yalango-Grant, Noah Lentini, André De Shields, Gizel Jiménez, Erin N. Moore, Mason Versaw, Anna A. Louizos, Ben Levi Ross, Bebe Neuwirth, Marie Rose Baramoski, Jennifer Laroche, Luis A. Miranda Jr., Ayo Janeen Jackson, Eisa Davis, Joe Iconis, Sean Ryan, Victoria Theodore, Sheila Tapia, Keisha 'Sparkle' Hughes, Janet Dacal, Melody Rose, Eli Bolin, Eddy Lee, Judith Light, James C. Nicola, Spencer Clark, Derrick Delgado, Ricardo Zayas, Jaime Lozano, Alexia Belrose, Ilia Jessica Castro, Steven Levenson, Jonathan Larson, Andrew Bancroft, Dwany Guzman, Alexandra Shipp, Debbie Tjong, Chloe N. Crade, Callan Bergmann, Adam Pascal, Helen Park, Michaela Jaé Rodriguez, Lucy Struever, Richard Kind, Judy Kuhn, Chita Rivera, Andrew Garfield, Travis Patton, Gaby Diaz, Christine Seinicki, Danielle Ferland, Lane Napper, Elizabeth Chestang, Stephanie Crousillat, Howard McGillin, Bryndon Cook, Jelani Alladin, Tom Kitt, Quiara Alegría Hudes, Grace McLean, Austin Goodwin, Chad Beguelin, Danny Burstein, Marc Shaiman, Stephen Schwartz, Christopher Jackson, Kenita R. Miller, Brian Stokes Mitchell, Robyn Goodman, Bernadette Peters, Amanda Green, Wilson Jermaine Heredia, Robin de Jesús, Maira Barriga Toyama, Alex Lacamoire, Phillipa Soo, Lin-Manuel Miranda, Emily Juean Stillings, Joanna Adler, Phylicia Rashād, Beth Malone, Chris Sullivan, Purdie Baumann, Joel Perez, Erin Monteleone, Aneesa Folds, Jared Loftin, Stephen Trask, Kyle McIntire, Renée Elise Goldsberry, Ehizoje Azeke, Taeler Cyrus, Jeanine Tesori, Jason Robert Brown, Matthew Sklar, Bradley Whitford, Georgia Stitt, Adriel Flete","Lin-Manuel Miranda",7.5,124000,"Imagine Entertainment, 5000 Broadway Productions","United States of America"
"18, 10751, 14",19101,"en","A Little Princess","When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self-worth.",3.602,"1995-05-10","A Little Princess",7.63,982,1e+07,1.7e+07,"tt0113670","Every girl everywhere is a princess.","Rusty Schwimmer, Judith Drake, Camilla Belle, Liam Cunningham, Helen Greenberg, Eleanor Bron, Alison Moir, Kelsey Mulrooney, Chris Ellis, Kaitlin Cullum, Rachael Bella, Errol Sitahal, Lomax Study, Liesel Matthews, Arthur Malet, Taylor Fry, Time Winters, Will Blomquist, Lauren Blumenfeld, Vincent Schiavelli, Vanessa Lee Chester, Juliana Harkavy, Alexandra Rea-Baum, Robert P. Cohen, Heather DeLoach, Darcie Bradford, Pushpa Rawal, Peggy Miley, David Fresco","Alfonso Cuarón",7.6,37794,"Warner Bros. Pictures, Warner Bros. Family Entertainment, Baltimore Pictures, Mark Johnson Productions","United States of America"
"80, 18, 9648, 53",10633,"en","In the Heat of the Night","African-American Philadelphia police detective Virgil Tibbs is arrested on suspicion of murder by Bill Gillespie, the racist police chief of tiny Sparta, Mississippi. After Tibbs proves not only his own innocence but that of another man, he joins forces with Gillespie to track down the real killer. Their investigation takes them through every social level of the town, with Tibbs making enemies as well as unlikely friends as he hunts for the truth.",3.892,"1967-08-02","In the Heat of the Night",7.63,1102,27379978,2e+06,"tt0061811","They got a murder on their hands. They don’t know what to do with it.","Scott Wilson, Sam Reese, William Schallert, Peter Whitney, Jester Hairston, Beah Richards, William Watson, Jack Teter, Alan Oppenheimer, Peter Masterson, Matt Clark, Stuart Nisbet, Nikita Knatz, Kermit Murdock, Arthur Malet, Buzz Barton, Phil Adams, Eldon Quick, Larry D. Mann, Warren Oates, Larry Gates, Anthony James, Lee Grant, Rod Steiger, Sidney Poitier, Quentin Dean, Clegg Hoyt, Khalil Bezaleel, Fred Stewart, James Patterson, Timothy Scott","Norman Jewison",7.9,86683,"United Artists, The Mirisch Company","United States of America"
"18",514439,"en","Breakthrough","Tragedy strikes when a woman named Joyce's son falls through the ice on a frozen lake and is trapped underwater for over 15 minutes. After being rushed to the hospital, the 14-year-old boy continues to fight for his life as Joyce, her husband and their pastor stay by his bedside and pray for a miracle.",3.593,"2019-04-10","Breakthrough",7.628,1086,49200000,1.4e+07,"tt7083526","Based On The Impossible True Story","Maclean Fish, Rebecca Staab, Robert Morgan, Erik Athavale, Topher Grace, Derrick Gottfried, Kate Yacula, Geoff Banjavich, Cory Wojcik, Jordan Kronis, Jeff Strome, Chris Glenat, Ernie Pitts, Alicia Johnston, Rena Semenko, Will Woytowich, Josh Lucas, Ryan Ash, Mike Colter, Sarah Constible, Victor Zinck, Jr., Jay Koensgen, Danny Wattley, Tyanne McNicoll, Nikolas Dukic, Connor Peterson, Karl Thordarson, Lara Wieler, Callie Lane, Sam Trammell, Chrissy Metz, Lecrae, Cindy Rose Myskiw, Mel Marginet, Lauren Cochrane, Derek James Trapp, Stephanie Sy, Maddy Martin, Kerry Grace Tait, Isaac Kragten, Lois Brothers, Ryan David Younes, Jemma Griffith, Scott Carnegie, Rebekah Grenkow, Steve Pacaud, Veronica Ternopolski, Taylor Mosby, Craig Harrison, Jason Wishnowski, Chuck Shamata, Blair De Pape, Logan Creran, Alissa Skovbye, Lisa Durupt, Stella Pruse, Elena Anciro, Kristen Harris, Lorrie Papadopoulos, William Whyte, Beverly Ndukwu, Marcel Ruiz, Isla Gorton, Sandy Fernandez, Stephanie Czajkowski, Jim Kirby, Phil Wickham, Tristan Mackid, Onalee Minuk, Phil Hepner, Travis Bryant, Saul Elias, Nancy Sorel, Danielle Savage, Miriam Smith, Connor Chennells, Dennis Haysbert, Scott Johnson, Annelise Pollmann, Kevin P. Gabel, Robin Ruel","Roxann Dawson",6.3,11429,"Fox 2000 Pictures, 20th Century Fox","United States of America"
"35, 27, 18",513434,"ja","カメラを止めるな！","Real zombies arrive and terrorize the crew of a zombie film being shot in an abandoned warehouse, said to be the site of military experiments on humans.",3.551,"2017-11-04","One Cut of the Dead",7.6,867,27590180,52406,"tt7914416","Don't Stop Shooting!","Takayuki Hamatsu, Shuntarô Yamazaki, Shinichiro Osawa, Shiori Nukumi, Kouki Tsurunishi, Hiroshi Ichihara, Mao, Kazuaki Nagaya, Donguri, Satoshi Iwagô, Tomokazu Yamaguchi, Masaomi Soga, Kyôko Takahashi, Takuya Fujimura, Yuzuki Akiyama, Sakina Asamori, Ayana Gôda, Harumi Shuhama, Manabu Hosoi, Miki Yoshida, Kyotaro Gan","Shinichiro Ueda",7.6,32435,"Panpokopina, ENBU Seminar","Japan"
"80, 35, 28, 12",207703,"en","Kingsman: The Secret Service","The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.",5.725,"2015-01-24","Kingsman: The Secret Service",7.628,16963,414351546,8.1e+07,"tt2802144","Manners maketh man.","Colin Firth, Michael Caine, Andrei Lenart, Johanna Taylor, James Clayton, Sophie Cookson, Velibor Topic, Chester King, Daniel Chapple, Theo Barklem-Biggs, Rowan Polonski, Samantha Womack, Samuel L. Jackson, Taron Egerton, Paul Kennington, Alastair MacIntosh, Nicholas Agnew, Richard Brake, Sofia Boutella, Corey Johnson, Sarah Hewson, Lily Travers, Edward Holcroft, Tobi Bakare, Jordan Long, Jack Davenport, Andrew Bridgmont, Lazara Storm, Morgan Watkins, Nick English, Jude Poyer, Bjørn Floberg, Geoff Bell, Nicholas Banks, Simon Green, Hanna Alström, Mark Hamill, Bimbo Hart, Alex Nikolov, Jayne Secker, Ralph Ineson, Fiona Hampton, Carlos Peres, Lukwesa Burak, Jack Cutmore-Scott, Tom Prior, Adrian Quinton, Charles Filmer, Anne Wittman, Mark Strong, Jonno Davies","Matthew Vaughn",7.7,747413,"20th Century Fox, Marv, Cloudy Productions, TSG Entertainment","United Kingdom, United States of America"
"28, 878",137113,"en","Edge of Tomorrow","Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",6.145,"2014-05-27","Edge of Tomorrow",7.628,14060,370541256,1.78e+08,"tt1631867","Live. Die. Repeat.","Erin Burnett, Bentley Kalu, Martin Hyder, Lamin Tamba, Franz Drameh, Mairead McKinley, Lara Pulver, Aaron Romano, Anna Botting, Emily Blunt, Assly Zandry, Ronan Summers, Jonas Armstrong, Tony Way, Terence Maynard, Brendan Gleeson, Johnny Otto, Charlotte Riley, Andrew Neil, Jane Hill, Beth Goddard, Stuart Matthews, Madeleine Mantock, Tommy Campbell, Danny Kushmaro, Martin McDougall, Bill Paxton, Tom Cruise, Usman Akram, Kick Gurry, Dragomir Mrsic, David Kaye, John Dutton, Masayoshi Haneda, Sebastian Blunt, Harry Landis, Jackson, Rachel Handshaw, Noah Taylor","Doug Liman",7.9,767008,"RatPac Entertainment, Village Roadshow Pictures, VIZ Media, 3 Arts Entertainment, Warner Bros. Pictures","United States of America"
"16, 10751, 12, 14, 35",502356,"en","The Super Mario Bros. Movie","While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",14.435,"2023-04-05","The Super Mario Bros. Movie",7.628,9507,1.362e+09,1e+08,"tt6718170","Not all heroes wear capes. Some wear overalls.","Chris Pratt, Kevin Michael Richardson, Jessica DiCicco, Jason Broad, Django Craig, Jack Black, Lee Shorten, Eric E. Osmond, Phil LaMarr, Sebastian Maniscalco, Keegan-Michael Key, Rino Romano, Seth Rogen, Scott Menville, Juliet Jelenic, Rachel Butera, Barbara Harris, Ashly Burch, Daniel Mora, Andy Hirsch, Charlie Day, Anya Taylor-Joy, Aaron Hendry, Willow Geer, Khary Payton, Charles Martinet, Nora Wyman, Will Collyer, Jeremy Maxwell, Noreen Reardon, Cathy Cavadini, Carlos Alazraqui, John DiMaggio, Cree Summer, Fred Armisen, Nisa Ward, Eric Bauza","Michael Jelenic, Aaron Horvath",7,262879,"Universal Pictures, Illumination, Nintendo","Japan, United States of America"
"80, 53, 10749",320007,"de","Victoria","A young Spanish woman who has newly moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.",3.565,"2015-06-11","Victoria",7.627,1230,3191971,0,"tt4226388","One City. One Night. One Take.","Martin Goeres, Eike Frederik Schulz, Daniel Fripan, Ambar de la Horra, Timo Honsa, Jan Breustedt, David Micas, André Hennicke, Franz Rogowski, Lena Klenke, Andreas Schmitka, Bernd Weikert, Frederik Klaus, Anne Düe, Ansgar Ballendat, Adolfo Assor, Dennis Oestreich, Max Mauff, Hans-Ulrich Laux, Burak Yiğit, Laia Costa, Philipp Kubitza, Luca De Massis, Frederick Lau, Nadja Laura Mijthab","Sebastian Schipper",7.6,64983,"WDR, MonkeyBoy, RadicalMedia, Deutschfilm, ARTE, The Match Factory","France, Germany"
"10749, 18, 10751",14624,"en","The Ultimate Gift","When his wealthy grandfather finally dies, Jason Stevens fully expects to benefit when it comes to the reading of the will. But instead of a sizable inheritance, Jason receives a test, a series of tasks he must complete before he can get any money.",3.681,"2007-03-09","The Ultimate Gift",7.627,451,3438735,0,"tt0482629","Life is how you live it... not how you spend it.","Jeff Joslin, Cheryl McKay, Dean Kaneshiro, James Garner, Mark Joy, Tom Conder, Benjamin Parra, Robert Harris, D. David Morin, Victor Lee, Roger W. Durrett, Abigail Breslin, Rose Bianco, Steven St. Gelais, Noël Baker, Tonya Shuffler, Mike Pniewski, Pat Yeary, James Markham Hall Jr., Blair Peery, George Lee, Thom McKinney, Kenneth A. Free Jr., Brian F. Durkin, Rick Eldridge, Logan Siu, Bill Cobbs, Mircea Monroe, Parker Mack, Angela Oberer, Brian Dennehy, Mel Fair, Tammy Fontaine, Carla Rodriguez, Daniel Barbeau, Ted Johnson, Catherine McGoohan, Michael Rosander, David Temple, Marty Siu, John Larrinson Londono, Drew Fuller, Alecia Brady Curcuru, Lee Darnell, Eric Gilliland, Calvin Thompson, Lee Meriwether, Francis Isaac, Tim Parati, Elisha T. Minter, Brett Rice, Donna Cherry, Jim Stovall, Ali Hillis, Juli Emmons, Pat McCrory, Michael Fraguada","Michael O. Sajbel",7.3,21519,"The Ultimate Gift LLC, Dean River Productions, LIFE(n), Stanford Financial Group","United States of America"
"18, 53",55,"es","Amores perros","A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man. Their lives are catapulted into unforeseen situations instigated by the seemingly inconsequential destiny of a dog.",4.086,"2000-06-16","Amores Perros",7.6,2653,20908467,2e+06,"tt0245712","Love. Betrayal. Death.","José Sefami, Rosa María Bianchi, Dagoberto Gama, Lourdes Echevarría, Jorge Salinas, Ricardo Dalmacci, Heriberto del Castillo, Dunia Saldívar, Vanessa Bauche, Adriana Barraza, Rodrigo Murray, Goya Toledo, Álvaro Guerrero, Gerardo Campbell, Gustavo Muñoz, Marco Pérez, Patricio Castillo, Humberto Busto, Gael García Bernal, Carlos Samperio, Mauricio Martínez, Rodrigo Ostap, Emilio Echevarría, Gustavo Sánchez Parra, Laura Almela, Roberto Medina","Alejandro González Iñárritu",8,260258,"Altavista Films, Zeta Film","Mexico"
"18, 14",4495,"es","El espíritu de la colmena","In 1940, in the immediate aftermath of the Spanish Civil War, a young girl living on the Castilian plain is haunted after attending a screening of James Whale's 1931 film Frankenstein and hearing from her sister that the monster is not dead, instead existing as a spirit inhabiting a nearby barn.",3.559,"1973-10-08","The Spirit of the Beehive",7.6,354,0,0,"tt0070040","","Ana Torrent, Ketty de la Cámara, José Villasante, Miguel Picazo, Isabel Tellería, Laly Soldevila, Estanis González, Teresa Gimpera, Fernando Fernán Gómez, Juan Margallo","Víctor Erice",7.7,21602,"Elías Querejeta PC, Jacel Desposito","Spain"
"80, 28, 53",637649,"en","Wrath of Man","A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",9.78,"2021-04-22","Wrath of Man",7.624,5493,103966489,4e+07,"tt11083552","A Dark Spirit.","Stevee Davies, Josh Hartnett, Chris Reilly, Alex Ferns, Jeffrey Donovan, Stephanie Mae, Scott Eastwood, Martin Bratanov, Dee Pearce, Josh Cowdery, Jason Wong, Anthony Elfonzia, Tadhg Murphy, Gerald Tyler, Anthony Molinari, Andy García, Holt McCallany, Deobia Oparei, Babs Olusanmokun, Laz Alonso, Eli Brown, Sam Shoubber, Eddie Marsan, Luke Lynch, Khalid Ghajji, Cameron Jack, Jason Statham, Matthew Illesley, Rebecca Calder, Leonardo Lacaria, Post Malone, James Warren, Raúl Castillo, Lyne Renee, Mark Shrimpton, Puneet Tyagi, Rocci Williams, Fernando Martinez, Eve Macklin, Cain Aiden, Rob Delaney, Phoebe Farnham, Alessandro Babalola, Christian Sanderson, Montana Manning, Darrell D'Silva, Niamh Algar","Guy Ritchie",7.1,221547,"Miramax, Toff Guy Films, Flic Films","United Kingdom, United States of America"
"878, 18",13363,"en","The Man from Earth","An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he never ages and has walked the earth for 14,000 years.",3.892,"2007-06-10","The Man from Earth",7.6,2565,0,2e+05,"tt0756683","From one of the acclaimed writers of Star Trek and The Twilight Zone comes a story that transcends both time and space...","John Billingsley, Tony Todd, Annika Peterson, William Katt, David Lee Smith, Chase Sprague, Robbie Bryan, Steven Littles, Ellen Crawford, Richard Riehle, Alexis Thorpe","Richard Schenkman",7.8,207522,"Falling Sky Entertainment","United States of America"
"80, 53",11657,"fr","Le Cercle rouge","When French criminal Corey gets released from prison, he resolves to never return. He is quickly pulled back into the underworld, however, after a chance encounter with escaped murderer Vogel. Along with former policeman and current alcoholic Jansen, they plot an intricate jewel heist. All the while, quirky Police Commissioner Mattei, who was the one to lose custody of Vogel, is determined to find him.",3.54,"1970-10-19","Le Cercle Rouge",7.6,660,0,0,"tt0065531","No place to hide . . . nowhere to run . . .","François Périer, Alain Delon, Robert Rondo, Stéphanie Fugain, Jean Champion, Yves Montand, Gian Maria Volonté, Bourvil, Yves Arcanel, Jacques Léonard, Édouard Francomme, Paul Crauchet, Paul Amiot, André Ekyan, Anna Douking, Robert Favart, René Berthier, Jean-Marc Boris, Guy Henry, Roger Fradet, Jacques Galland, Pierre Collet, Jean Pignol, Jean-Pierre Janic, Jean Franval, Jacques Leroy, Jean-Pierre Posier, Yvan Chiffre","Jean-Pierre Melville",7.9,30001,"Euro International Films, Les Films Corona, Selenia Cinematografica","France, Italy"
